IN,OUT,Initial soc,cap
36,68,43.56,60
20,63,13.05,60
39,54,10.87,60
31,71,25.97,60
38,56,31.47,60
68,88,0.41,60
28,84,25.67,60
29,71,19.48,60
47,78,17.28,60
40,44,48.25,60
50,55,45.67,60
29,65,49.37,60
70,93,35.98,60
44,49,37.2,60
36,42,55,60
54,84,55.52,60
71,90,42.3,60
44,47,49.1,60
34,75,24.68,60
27,95,22.34,60
45,62,47.07,60
40,59,27.81,60
41,59,26.98,60
48,57,53.61,60
33,47,42.3,60
48,65,44.43,60
31,67,12.42,60
32,75,46.96,60
23,67,28.64,60
32,87,29.73,60
25,63,55.91,60
44,50,50.96,60
30,65,37.01,60
52,61,52.13,60
34,78,36.72,60
52,86,30.38,60
32,44,29.67,60
51,86,34.89,60
35,73,8.39,60
44,69,29.65,60
47,52,36.8,60
39,41,52.27,60
40,73,11.98,60
30,55,42.99,60
24,73,6.86,60
78,88,40.3,60
28,33,35.37,60
38,69,20.06,60
72,86,31.76,60
53,61,43.71,60
34,62,32.4,60
28,85,21.97,60
26,70,25.36,60
31,68,36.63,60
24,63,48.35,60
31,67,51.83,60
32,53,45.29,60
32,42,30.15,60
28,67,11.46,60
26,73,28.9,60
45,46,58.09,60
32,42,35.69,60
27,75,20.67,60
25,72,16.43,60
42,74,16.89,60
35,54,13.12,60
36,43,26.86,60
40,63,15.03,60
31,60,40.4,60
31,85,19.84,60
34,45,10.16,60
58,80,19.99,60
30,70,46.7,60
41,51,57.95,60
30,76,48.75,60
30,70,31.73,60
38,74,50.71,60
57,62,42.36,60
36,60,49.23,60
44,81,1.92,60
26,51,54.27,60
26,69,29.1,60
46,86,11.28,60
26,35,41.92,60
32,72,46.9,60
30,42,37.58,60
49,66,6.69,60
31,52,26.45,60
26,78,14.85,60
20,69,13.92,60
29,62,16.4,60
24,75,13.65,60
53,83,5.85,60
40,93,26.32,60
45,71,45.37,60
39,69,11.68,60
30,76,28.67,60
33,78,8.92,60
37,74,27.19,60
56,59,54.63,60
47,56,37.98,60
72,80,35.48,60
29,78,18.11,60
28,54,41.42,60
32,64,11.57,60
29,80,35.98,60
36,55,28.44,60
18,94,17.91,60
35,89,25.27,60
44,46,58.32,60
34,72,19.67,60
40,50,47.43,60
30,75,2.97,60
44,50,55.62,60
28,74,28.03,60
31,65,27.96,60
47,89,17.61,60
29,77,14.33,60
32,81,17.33,60
35,66,39.21,60
36,73,18.85,60
40,70,31.84,60
35,73,21.56,60
29,75,30.99,60
32,85,20.06,60
50,64,26.37,60
72,81,37.41,60
43,84,33.48,60
29,50,12.04,60
20,72,11.07,60
26,66,30.75,60
68,92,27.15,60
56,62,58.44,60
30,71,24.49,60
44,53,44.73,60
31,50,51.56,60
34,90,18.26,60
37,64,41.17,60
44,85,35.67,60
50,79,55.98,60
34,85,8.96,60
23,59,35.92,60
29,79,44.64,60
34,75,16.55,60
60,85,26.52,60
27,45,28.76,60
27,36,24.14,60
63,91,27.49,60
40,75,31.23,60
52,81,24.6,60
28,73,10.06,60
24,72,15.84,60
62,77,15.18,60
30,68,36.9,60
27,64,30.37,60
42,66,38.44,60
41,64,52.01,60
35,69,50.77,60
36,75,16.43,60
39,64,29.46,60
41,66,17.4,60
27,76,55.35,60
27,69,13.08,60
56,67,29.45,60
32,79,47.86,60
27,67,28.68,60
34,52,49.89,60
41,83,5.01,60
50,71,46.34,60
21,72,2.96,60
67,81,52.81,60
28,72,29.25,60
52,79,56.17,60
48,61,30.46,60
27,64,39.1,60
38,65,38.6,60
26,72,26.85,60
29,73,34.73,60
30,81,40.12,60
35,57,51.76,60
26,93,24.17,60
29,54,15.19,60
29,81,14.13,60
40,49,58.76,60
32,50,44.6,60
35,88,30.88,60
28,85,31.34,60
60,61,55.44,60
42,61,44.58,60
31,82,11.07,60
46,51,51.79,60
40,72,14.87,60
40,68,7.74,60
34,65,26.63,60
40,53,52.95,60
17,62,40.4,60
29,83,48.55,60
38,60,51.57,60
42,57,39.12,60
31,58,49.2,60
44,60,12.83,60
32,48,46.38,60
29,70,4.72,60
38,53,39.98,60
36,54,53.25,60
76,95,34.72,60
28,79,19.94,60
32,71,32.03,60
52,73,27.28,60
28,73,40.93,60
29,69,28.62,60
30,53,25.03,60
24,78,26.16,60
31,77,36.88,60
36,47,30.07,60
44,81,29.67,60
40,77,53.46,60
36,87,20.35,60
35,69,34.22,60
44,63,21.39,60
46,56,45.19,60
27,64,22.96,60
54,91,47.25,60
28,68,17.62,60
55,59,54.76,60
58,74,50.34,60
44,54,41.71,60
42,51,24.1,60
46,50,45.47,60
28,68,44.49,60
36,73,28.53,60
34,95,24.97,60
56,94,27.4,60
36,56,47.63,60
62,79,43.04,60
24,68,40.46,60
55,78,39.42,60
32,68,37.16,60
33,74,17.67,60
38,45,32.93,60
36,67,33.45,60
24,63,15.96,60
40,77,14.93,60
30,73,19.59,60
35,88,49.2,60
34,39,47.45,60
35,49,24.31,60
17,76,10.45,60
35,77,17.65,60
29,69,51.97,60
27,72,27.94,60
44,56,28.8,60
26,65,42.06,60
36,72,41.15,60
22,64,17.59,60
27,69,14.43,60
46,50,58.71,60
25,69,33.57,60
41,51,39.42,60
39,47,22.82,60
59,64,35.27,60
31,72,32.47,60
60,70,30.73,60
47,54,46.47,60
33,84,44.18,60
22,67,24.97,60
52,87,52.52,60
36,85,35.74,60
32,71,52.01,60
27,63,45.36,60
30,71,6.85,60
44,72,27.94,60
20,21,57.38,60
29,85,44.31,60
33,81,16.41,60
31,62,50.06,60
34,83,15.34,60
42,55,52.1,60
30,83,46.25,60
42,73,33.01,60
48,65,50.95,60
41,53,52.2,60
36,49,40.84,60
42,88,56.99,60
28,80,39.65,60
64,94,6.17,60
34,74,46.87,60
55,69,27.31,60
44,61,23.5,60
35,64,48.87,60
27,72,23.98,60
21,68,35.66,60
78,90,54.24,60
36,76,44.01,60
50,81,38.56,60
54,80,31.88,60
24,79,17.21,60
38,71,45.81,60
33,75,18.12,60
28,67,45.92,60
38,88,56.33,60
26,78,39.73,60
30,74,56.77,60
22,68,40.81,60
26,75,16.96,60
29,81,50.63,60
40,92,35.72,60
33,84,32.41,60
34,45,36.57,60
31,69,23.89,60
40,69,45.47,60
39,51,31.77,60
35,68,29.15,60
66,76,24.66,60
34,74,22.8,60
56,73,30.9,60
64,84,15.04,60
40,51,48.43,60
27,67,10.09,60
54,72,29.64,60
26,65,6.47,60
40,54,11.02,60
30,89,25.41,60
29,60,44.9,60
31,70,55.28,60
30,88,20.13,60
39,65,48.67,60
33,56,36.31,60
26,84,27.73,60
44,89,32.37,60
30,70,44.97,60
40,74,26.21,60
36,71,38.41,60
30,65,19.93,60
48,59,30.43,60
36,59,30.85,60
43,77,50.66,60
31,72,29.6,60
31,60,27.77,60
64,72,21.84,60
22,69,44.12,60
68,75,50.21,60
27,71,14.94,60
32,49,24.55,60
39,70,26.53,60
45,83,33.46,60
32,72,38.72,60
34,41,40.35,60
38,55,46.99,60
31,65,16.92,60
40,73,33.68,60
57,95,44.66,60
37,60,18.74,60
25,90,26.63,60
28,69,10.63,60
35,74,36.35,60
56,83,40.62,60
45,67,26.93,60
30,43,39.1,60
32,70,17.89,60
38,83,47.78,60
35,74,27.28,60
31,73,13.77,60
35,57,53.06,60
37,56,20.54,60
40,49,16.82,60
68,76,48.64,60
42,85,25.45,60
48,87,48.67,60
22,74,51.03,60
35,69,42.28,60
37,73,43.72,60
61,73,58.61,60
38,51,29.15,60
28,65,26.5,60
68,75,33.45,60
62,88,32.94,60
23,86,22.98,60
19,29,24.58,60
30,54,58.48,60
31,72,32.31,60
46,77,42.93,60
29,65,44.1,60
27,61,21.77,60
32,75,52.33,60
41,87,50.71,60
37,53,12.78,60
33,71,46.42,60
30,68,23.01,60
22,65,42.09,60
40,52,32.51,60
40,53,39.38,60
37,56,13.06,60
45,57,13.18,60
34,71,43.37,60
40,56,40.62,60
24,77,44.68,60
43,82,29.34,60
25,63,42.74,60
27,69,10.43,60
47,81,25.13,60
42,50,43.03,60
34,71,46.89,60
48,59,25.34,60
40,49,22.7,60
26,70,13.76,60
44,57,35.32,60
25,68,47.47,60
28,69,40.64,60
44,73,55.56,60
54,69,23.02,60
35,43,33.29,60
31,85,51.08,60
28,70,27.94,60
34,77,42.43,60
27,62,32.68,60
31,81,13.37,60
46,53,28.03,60
25,69,48.55,60
28,72,28.2,60
32,69,16.18,60
33,84,30.99,60
31,74,28.52,60
42,56,32.83,60
29,62,20.51,60
39,46,51.24,60
31,68,28.04,60
28,63,42.5,60
34,68,10.93,60
42,60,37.8,60
38,75,32.2,60
31,61,11.26,60
35,61,26.74,60
28,57,59.82,60
27,30,45.55,60
38,42,50.05,60
32,64,17.05,60
30,62,37.01,60
34,67,19.15,60
27,77,49.71,60
33,71,38.95,60
58,70,48.71,60
62,90,50.91,60
28,67,36.99,60
27,68,18.07,60
28,63,31.16,60
21,59,49.93,60
45,77,30.69,60
32,80,10.96,60
30,84,26.6,60
25,88,24.19,60
32,66,43.27,60
46,84,14.39,60
32,76,15.77,60
25,74,5.19,60
28,41,59.36,60
25,71,45.53,60
48,84,41.38,60
27,71,12.37,60
36,82,32.82,60
28,71,55.37,60
71,83,14.52,60
57,64,45.26,60
34,58,34.16,60
36,76,43.39,60
35,60,58.5,60
41,77,58.17,60
25,66,42.62,60
29,72,15.89,60
28,64,31.85,60
62,89,30.32,60
22,66,49.96,60
24,68,8.22,60
34,70,14.48,60
56,67,49.41,60
25,71,23.94,60
28,61,37.75,60
29,84,52.15,60
36,93,29.89,60
27,52,19.42,60
43,65,53.29,60
44,65,55.73,60
51,63,34.81,60
26,73,27.84,60
56,78,36.58,60
37,75,22.76,60
57,86,24.6,60
44,69,47.48,60
27,64,14.44,60
28,75,52.85,60
37,64,51.07,60
29,56,19.41,60
48,90,41.74,60
36,50,21.55,60
49,64,26.92,60
30,65,37.16,60
42,46,46.21,60
66,76,39.85,60
32,66,23.4,60
27,70,56.64,60
29,68,58.38,60
36,65,12.22,60
32,76,22.56,60
55,64,51.85,60
34,61,14.15,60
35,78,41.86,60
52,63,20.23,60
28,62,46.79,60
36,46,46.36,60
23,66,33.6,60
26,69,21.66,60
22,83,43.29,60
34,68,50.1,60
31,61,37.58,60
36,75,11.22,60
28,83,12.2,60
40,46,41.98,60
71,78,29.71,60
40,55,50.55,60
21,58,16.62,60
28,32,43.64,60
43,58,37.68,60
35,95,29.88,60
68,84,21.61,60
30,74,35.35,60
45,62,15.72,60
56,82,39.15,60
30,80,22.16,60
18,86,20.97,60
26,65,30.85,60
33,64,28.84,60
48,75,25.15,60
40,48,53.01,60
33,72,6.85,60
27,63,27.5,60
36,73,32.78,60
48,58,35.64,60
48,84,15.29,60
40,57,31.98,60
35,50,38.48,60
37,51,18.93,60
30,54,44.31,60
31,69,45.07,60
30,62,42.57,60
44,67,15.48,60
30,73,52.29,60
55,68,50.73,60
38,60,45.38,60
62,68,55.74,60
39,75,21.19,60
41,66,36.47,60
29,67,42.53,60
55,62,53.77,60
30,74,47.87,60
49,76,10.81,60
50,66,55.7,60
56,70,38.83,60
52,63,25.88,60
40,53,17.2,60
28,72,39,60
37,69,47.42,60
42,48,55.17,60
41,89,37.99,60
31,72,17.02,60
41,49,27.87,60
40,72,25.2,60
40,46,46.03,60
30,76,57,60
64,74,36.39,60
38,48,56.51,60
39,46,53.45,60
57,63,50.51,60
31,70,31.76,60
36,43,55.12,60
48,65,18.29,60
38,83,32.07,60
30,82,29.1,60
32,74,33.57,60
38,70,40.68,60
29,67,12.77,60
26,64,43.47,60
29,52,52.63,60
51,71,33.83,60
52,56,54,60
30,57,24.39,60
36,69,20.52,60
46,51,54.76,60
30,91,26.02,60
40,70,11.4,60
34,65,34.88,60
32,77,35.04,60
28,31,51.02,60
42,52,46.09,60
27,79,39.51,60
34,82,32.36,60
40,89,26.45,60
37,72,54.82,60
63,74,36.94,60
40,73,49.02,60
41,52,18.07,60
26,74,49.44,60
25,63,37.41,60
28,72,42.62,60
26,68,16.99,60
38,76,45.77,60
40,54,15.04,60
30,82,31.07,60
29,65,22.03,60
38,46,47.02,60
69,84,16.22,60
31,58,12.27,60
56,61,41.05,60
34,70,30.31,60
33,68,44.07,60
29,74,16.8,60
22,54,19.92,60
28,72,38.59,60
40,44,49.32,60
40,67,15.46,60
30,49,23.95,60
53,63,39.68,60
31,64,22.22,60
32,62,32.69,60
23,64,11.18,60
40,52,14.56,60
77,92,43.98,60
28,68,19.57,60
28,65,49.76,60
24,67,27.86,60
20,64,1.4,60
42,69,25.04,60
38,84,27.87,60
36,72,47.96,60
62,92,28.45,60
55,65,24.98,60
22,79,33,60
66,75,37.74,60
32,43,13,60
31,62,13.94,60
52,60,48.85,60
43,87,35.82,60
38,50,0.76,60
17,69,26.79,60
57,61,47.64,60
29,68,34.55,60
40,69,40.63,60
25,63,23.51,60
36,78,49.58,60
31,64,42.8,60
32,68,11.58,60
30,75,50.58,60
61,64,53.94,60
36,77,54.21,60
42,73,50.89,60
29,73,36.98,60
29,83,17,60
23,73,47.56,60
44,84,0.15,60
51,72,59.14,60
62,85,31.44,60
30,62,57.57,60
32,70,55.14,60
41,49,34.75,60
53,79,17.57,60
38,53,57.49,60
28,63,40.45,60
29,61,36.68,60
29,80,23.73,60
22,76,9.67,60
30,77,31.68,60
42,80,12.44,60
32,79,32.11,60
40,65,16.65,60
26,68,46.33,60
60,83,47.18,60
48,64,14.91,60
44,88,47.89,60
30,81,44.34,60
26,66,11.5,60
32,86,51.02,60
23,63,23.26,60
44,80,44.23,60
48,82,13.75,60
34,76,45.35,60
26,66,9.58,60
42,77,11.85,60
26,80,40.09,60
40,48,47.9,60
30,81,20.46,60
44,51,31.19,60
40,85,15.42,60
44,51,29.32,60
28,34,44.09,60
40,75,37.46,60
22,70,13.95,60
38,70,22.38,60
47,68,19.22,60
35,58,30.88,60
40,55,51.52,60
26,61,21.95,60
42,71,48.14,60
35,85,13.23,60
40,65,27.78,60
51,80,46.42,60
42,92,42.13,60
38,46,55.36,60
42,60,13.09,60
25,83,32.86,60
36,77,36.6,60
28,63,14.88,60
32,75,21.25,60
27,63,22.41,60
26,72,11.56,60
40,77,32.6,60
29,74,34.51,60
28,68,21.95,60
50,61,32.5,60
58,69,52.1,60
32,67,40.18,60
30,71,19.58,60
29,75,12.39,60
71,77,41.58,60
18,61,52.24,60
30,70,14.59,60
35,43,33.8,60
44,86,4.32,60
58,80,16.17,60
29,32,45.97,60
42,58,8.28,60
38,49,40.63,60
26,72,47.88,60
32,69,35.85,60
50,54,47.15,60
31,72,37.79,60
44,83,42.42,60
32,77,50.36,60
31,91,9.62,60
26,73,13.16,60
31,79,50.03,60
40,58,58.93,60
34,52,44.41,60
68,84,56.53,60
29,56,24.1,60
34,54,37.85,60
45,81,35.94,60
35,55,54.4,60
34,75,30.15,60
40,52,32.23,60
30,70,36.86,60
29,72,30.03,60
28,67,38.98,60
32,39,44.48,60
29,63,56.24,60
20,81,22.28,60
47,66,8.34,60
44,53,23.39,60
44,66,10.35,60
57,95,27.23,60
51,76,28.07,60
44,81,30.97,60
71,78,35.99,60
22,60,16.24,60
29,71,43.43,60
41,86,39.24,60
27,66,25.55,60
43,80,13.43,60
26,84,7.88,60
25,66,36.44,60
34,71,41.19,60
57,80,31.62,60
32,53,40.13,60
35,70,47.17,60
26,66,53.67,60
35,62,30.61,60
28,71,40.12,60
24,63,46.94,60
38,74,46.66,60
40,46,48.83,60
43,75,13.44,60
28,63,15.3,60
67,78,34.91,60
34,90,15.56,60
32,69,30.81,60
26,64,53.65,60
50,63,48.87,60
42,81,16,60
30,54,19.52,60
24,70,48.89,60
28,75,17.64,60
33,72,12.83,60
64,73,54.95,60
32,61,45.38,60
33,41,32.72,60
36,71,30.23,60
67,73,39.14,60
48,71,32.04,60
40,82,25.58,60
29,67,12.48,60
26,84,33.98,60
20,61,55.21,60
26,63,28.5,60
46,54,45.89,60
28,74,19.72,60
28,70,52.19,60
25,87,3.25,60
38,89,21.55,60
25,70,15.12,60
42,82,21.63,60
59,74,50.76,60
34,53,56.36,60
28,46,51.7,60
38,51,23.72,60
33,49,14.87,60
40,67,19.09,60
64,71,36.77,60
34,39,57.64,60
38,73,27.57,60
34,72,11.02,60
53,79,13.89,60
34,60,28.97,60
56,76,32.37,60
36,54,44.48,60
27,70,33.51,60
34,48,11.93,60
42,60,39.39,60
28,71,5.06,60
25,59,53.82,60
49,67,52.13,60
41,79,22.49,60
71,87,52.39,60
32,72,13,60
81,84,49.25,60
45,73,31.28,60
30,48,28.99,60
32,47,45.86,60
24,79,17.97,60
34,48,36.18,60
34,70,52.22,60
27,66,4.74,60
29,79,34.72,60
30,73,43.13,60
32,50,16.89,60
34,50,31.96,60
50,71,29.53,60
24,72,14.5,60
42,52,23.92,60
20,53,43.6,60
27,78,12.6,60
62,76,54.47,60
60,68,31.47,60
41,60,50.53,60
59,93,23.57,60
22,61,17.44,60
70,78,56.29,60
20,79,22.05,60
32,66,38.29,60
48,63,58.64,60
39,49,35.7,60
29,71,35.76,60
24,79,29.7,60
68,85,20.45,60
34,86,31.55,60
57,68,11.69,60
53,61,54.91,60
32,52,52.62,60
40,66,53.21,60
35,43,21.53,60
34,61,28.72,60
32,72,27.39,60
23,83,36.13,60
19,70,16.8,60
42,75,51.02,60
30,82,14.2,60
39,66,20.29,60
25,69,41.28,60
51,63,43.7,60
40,87,33.33,60
34,85,23.16,60
31,79,21.02,60
36,77,21.72,60
44,54,28.41,60
32,88,24.94,60
42,52,22.15,60
44,90,54.3,60
29,76,25,60
30,76,23.95,60
27,67,26.29,60
43,65,56.38,60
42,46,50.22,60
23,67,15.49,60
26,85,26.37,60
41,70,55.48,60
31,78,6.65,60
46,60,14.45,60
59,67,51.71,60
29,80,35.64,60
50,73,21.26,60
39,47,52,60
31,71,19.05,60
36,54,50.43,60
32,60,34.78,60
31,73,44.2,60
40,65,20.12,60
28,50,29.03,60
26,66,14.05,60
36,62,40.3,60
42,46,50.12,60
28,51,20.8,60
29,72,15.9,60
34,92,13.68,60
41,72,51.2,60
27,71,54.15,60
28,90,43.84,60
31,75,52.12,60
30,49,34.06,60
33,51,35.72,60
52,62,48.51,60
33,83,52.72,60
32,65,25.6,60
43,80,35.44,60
36,53,9.28,60
38,57,23,60
66,71,57.52,60
44,54,58.67,60
40,53,45.76,60
51,62,21.87,60
27,67,44.27,60
30,70,23.15,60
34,77,42.61,60
34,66,14.7,60
32,77,56.38,60
25,71,17.22,60
35,69,44.04,60
19,70,44.11,60
52,84,24.82,60
48,58,40.75,60
42,82,46.93,60
46,91,15.6,60
78,86,29.27,60
46,68,58.9,60
37,75,17.48,60
26,70,42.74,60
24,78,26.86,60
32,74,7.09,60
40,54,37.29,60
33,73,13.02,60
33,54,32.66,60
31,69,53.99,60
21,84,8.44,60
34,87,29.8,60
32,68,15.49,60
37,86,28.78,60
40,69,46.94,60
52,64,52.92,60
32,60,30.38,60
31,70,44.53,60
46,77,41.32,60
22,74,15.46,60
22,72,10.21,60
38,58,12.21,60
32,85,26.38,60
30,65,50.95,60
39,72,17.52,60
56,63,57.48,60
38,71,24.72,60
38,64,3.58,60
41,51,47.52,60
28,69,15.14,60
27,64,44.07,60
40,81,42.02,60
75,83,38.67,60
49,85,23.84,60
44,78,37.85,60
25,70,16.01,60
52,64,33.49,60
46,50,47.07,60
23,57,19.33,60
44,76,32.75,60
30,66,52.02,60
24,69,16.83,60
32,82,21.75,60
47,82,10.81,60
31,78,12.29,60
30,71,51.78,60
28,58,50.46,60
29,51,45.44,60
22,79,13.93,60
54,73,45.35,60
36,51,20.03,60
40,66,25.56,60
44,52,36.36,60
38,76,24.62,60
42,80,18.77,60
28,69,21.2,60
63,78,48.9,60
34,68,56.47,60
32,48,26.11,60
46,51,43.34,60
30,88,13.09,60
26,69,47.22,60
47,67,16.51,60
30,71,29.63,60
50,67,40.87,60
34,43,54.24,60
20,80,22.21,60
21,64,10.93,60
24,88,42.98,60
37,89,27.87,60
32,78,26.45,60
41,70,17.94,60
31,41,11.14,60
24,76,22.77,60
32,88,40.91,60
56,62,56.56,60
26,78,36.5,60
61,91,42.27,60
21,74,44.78,60
37,57,38.93,60
68,75,29.73,60
40,53,14.01,60
26,73,34.6,60
36,62,41.67,60
38,42,54.97,60
27,72,21.22,60
28,53,43.18,60
31,70,15.35,60
36,73,12.9,60
27,67,14.6,60
30,60,6.73,60
30,77,14.8,60
32,69,51.95,60
24,78,14.32,60
32,60,52.12,60
40,70,51.4,60
19,74,14.56,60
18,75,51.27,60
32,68,11.25,60
17,74,14.96,60
43,62,22.58,60
60,63,59.09,60
30,65,44.37,60
34,82,34.7,60
22,72,37.36,60
40,78,24.59,60
35,72,26.67,60
58,67,30.14,60
43,49,57.29,60
31,75,42.65,60
48,74,21.87,60
33,59,13.96,60
30,67,26.13,60
34,64,24.27,60
41,70,49.6,60
38,67,50.54,60
31,74,25.74,60
48,62,53.19,60
46,51,48.64,60
32,82,46,60
29,92,30.34,60
50,67,41.87,60
27,74,54.18,60
34,60,53.19,60
34,53,38.2,60
44,70,33.09,60
36,69,46.54,60
30,62,10.87,60
27,65,22.79,60
46,64,14.04,60
28,60,33.04,60
36,76,32.87,60
31,79,13.87,60
28,68,35.85,60
22,70,33.15,60
48,78,47.2,60
29,68,42.06,60
30,39,47.34,60
37,79,29.84,60
30,74,22.45,60
34,59,52.54,60
36,57,17.32,60
30,73,47.04,60
36,48,50.04,60
25,76,29.86,60
29,55,15.38,60
30,76,23.35,60
29,77,38.64,60
26,76,19.62,60
36,53,53.91,60
35,74,18.63,60
42,82,42,60
31,67,40.45,60
29,84,45.76,60
46,58,1.91,60
43,79,13.94,60
39,63,17.86,60
34,90,25.53,60
36,78,25.34,60
34,89,18.22,60
28,84,43.2,60
32,50,46.94,60
44,52,40.88,60
40,52,48.1,60
37,66,33.23,60
49,58,40.7,60
66,90,45.85,60
42,52,44.19,60
32,57,42.28,60
29,48,12.04,60
42,50,44.19,60
44,67,32.39,60
42,53,38.82,60
64,86,40.2,60
25,64,41.17,60
62,64,54.84,60
47,77,18.31,60
68,81,52.2,60
57,63,39.76,60
25,73,12.23,60
26,68,30.57,60
32,55,32.34,60
63,78,24.58,60
62,72,21.17,60
43,54,19.08,60
37,67,54.06,60
38,93,29.79,60
26,78,17.32,60
30,83,50.28,60
40,66,34.41,60
47,70,16.81,60
39,52,28.65,60
33,74,57.47,60
39,77,36.75,60
48,75,57.33,60
30,70,23.76,60
27,79,32.94,60
32,47,26.74,60
28,68,29.38,60
36,56,50.44,60
35,81,40.19,60
42,69,19.98,60
30,68,55.38,60
45,62,19.35,60
30,68,17.59,60
50,75,34.75,60
34,47,11.18,60
28,72,6.47,60
26,73,48.06,60
39,46,35.45,60
53,65,38,60
36,69,30.94,60
34,62,35.56,60
42,62,28.52,60
58,92,25.01,60
28,77,49.66,60
32,72,9.14,60
36,62,51.25,60
35,56,6.63,60
40,78,22.04,60
38,58,22.82,60
53,94,41.37,60
27,67,37.74,60
35,78,33.06,60
36,66,38.55,60
29,69,27.65,60
39,75,31.93,60
57,71,18.11,60
28,68,21.48,60
27,68,36.43,60
30,68,41.6,60
80,85,57.78,60
40,76,26.68,60
37,84,20.25,60
36,64,25.75,60
34,59,29.28,60
25,73,50.69,60
32,74,14.89,60
28,46,56.56,60
29,74,53.96,60
31,65,54.21,60
27,73,16.99,60
48,69,34.73,60
24,62,31.13,60
46,53,32.99,60
30,79,21.13,60
35,78,26.44,60
44,51,27.87,60
30,58,8.61,60
47,66,14.92,60
52,72,37.94,60
28,73,35.84,60
32,67,52.49,60
50,69,43.58,60
52,70,46.4,60
44,72,51.04,60
52,63,34.19,60
26,77,47.27,60
34,78,36.27,60
32,74,40.76,60
31,72,51.89,60
22,66,49.87,60
24,66,39.51,60
20,73,14.27,60
39,63,42.2,60
26,66,51.61,60
36,79,14.8,60
26,73,20.24,60
35,76,21.92,60
44,48,45.24,60
36,51,28.16,60
38,78,20.16,60
47,81,24.16,60
42,49,46.37,60
40,78,43.52,60
37,90,32.24,60
27,78,32.35,60
42,89,37.38,60
26,44,20.63,60
27,77,51.16,60
27,71,30.73,60
24,87,42.19,60
33,86,46.7,60
46,58,53.57,60
22,74,29.72,60
40,46,46.87,60
69,74,45.51,60
44,72,44.52,60
26,36,53.44,60
37,40,47.53,60
37,52,12.84,60
29,76,45.01,60
63,73,16.66,60
43,51,35.42,60
30,80,25.7,60
50,59,18.6,60
30,52,36.31,60
28,90,31.97,60
37,77,46.58,60
25,84,32.04,60
31,89,38.78,60
35,46,14.83,60
17,89,40.41,60
50,72,39.25,60
24,65,40.18,60
18,75,10.44,60
29,68,13.83,60
50,81,29.21,60
24,75,20.22,60
78,90,44.19,60
32,93,13.84,60
26,83,24.14,60
31,73,11.52,60
26,70,52.78,60
26,50,21.02,60
63,85,39.42,60
28,59,15.24,60
66,81,9.81,60
59,62,51.01,60
34,77,14.14,60
36,40,43.99,60
26,80,47.73,60
30,76,14.98,60
36,52,36.4,60
24,66,38.43,60
40,46,34.42,60
44,63,38.37,60
18,63,37.03,60
49,66,43.76,60
52,67,46.08,60
67,93,18.73,60
48,89,37.3,60
44,82,32.35,60
29,66,14.82,60
41,69,35.43,60
51,74,26.22,60
40,75,58.53,60
42,84,38.47,60
45,54,49.31,60
45,83,49.23,60
30,81,43.47,60
45,56,15.62,60
56,95,51.59,60
68,86,36.06,60
42,74,29.24,60
29,77,29.81,60
28,70,26.4,60
30,68,16.55,60
28,60,19.81,60
17,76,50.29,60
49,87,24.72,60
50,94,20.97,60
33,69,20.42,60
47,58,26.7,60
37,51,30.82,60
40,79,31.45,60
44,50,57.14,60
69,74,56.86,60
30,48,47.36,60
28,72,41.82,60
72,88,28.2,60
43,94,8.32,60
30,74,27.69,60
40,80,14.6,60
30,76,21.5,60
28,68,52.27,60
41,51,25.51,60
35,71,7.98,60
30,67,54.56,60
47,57,21.65,60
36,41,45.05,60
26,75,48.65,60
41,78,46.63,60
19,60,37.15,60
32,47,48.29,60
35,76,33.62,60
43,58,56.68,60
28,84,40.9,60
20,92,10.2,60
33,63,24.36,60
31,61,31.21,60
34,60,35.32,60
59,71,18.34,60
40,69,19.83,60
29,64,46.74,60
30,63,14.81,60
49,77,32.97,60
42,93,39.87,60
48,69,15.64,60
28,73,21.69,60
34,44,52.67,60
36,60,17.05,60
28,61,10.6,60
71,81,25.18,60
35,65,57.33,60
29,77,43.46,60
45,69,50.37,60
31,43,36.05,60
33,69,14.71,60
61,74,45.69,60
72,78,33.05,60
24,67,55.2,60
41,73,7.76,60
21,68,20.41,60
40,50,20.99,60
29,59,48.04,60
66,73,27.99,60
34,71,24.25,60
33,77,30.48,60
40,46,49.56,60
50,65,32.47,60
72,76,50.11,60
44,57,24.51,60
31,77,29.95,60
34,71,58.36,60
19,58,13.01,60
46,68,53,60
30,84,50.65,60
32,80,36.82,60
54,92,30.22,60
38,47,21.88,60
28,67,43.17,60
39,69,42.89,60
28,61,39.48,60
66,88,29.94,60
20,71,41.04,60
28,72,32.22,60
38,72,38.64,60
26,42,49.45,60
29,77,47.6,60
30,69,27.08,60
24,78,54.52,60
44,54,39.3,60
72,84,25.98,60
28,77,28.38,60
54,60,34.49,60
40,62,6.65,60
42,80,43.71,60
31,78,47.74,60
28,69,48.66,60
39,82,38.06,60
37,66,41.77,60
46,53,45.86,60
39,84,49.8,60
29,78,15.47,60
32,70,28.31,60
72,81,29.82,60
44,53,47.72,60
30,71,26.21,60
22,68,14.43,60
33,74,46.27,60
60,63,46.75,60
40,45,39.14,60
34,74,22.8,60
43,67,39.84,60
22,74,34.4,60
67,89,15.99,60
32,63,49.76,60
28,68,16.27,60
26,67,29.73,60
25,77,7.92,60
55,64,21.18,60
42,62,42.88,60
